date,state,cases,deaths
2020-03-18,Hawaii,16,0
2020-03-18,Idaho,11,0
2020-03-18,Illinois,286,1
2020-03-18,Indiana,39,2
2020-03-18,Iowa,38,0
2020-03-18,Kansas,22,1
2020-03-18,Kentucky,35,1
2020-03-18,Louisiana,280,7
2020-03-18,Maine,43,0
2020-03-18,Maryland,85,1
2020-03-18,Massachusetts,256,0
2020-03-18,Michigan,80,1
2020-03-18,Minnesota,77,0
2020-03-18,Mississippi,34,0
2020-03-18,Missouri,21,1
2020-03-18,Montana,12,0
2020-03-18,Nebraska,43,0
2020-03-18,Nevada,82,1
2020-03-18,New Hampshire,39,0
2020-03-18,New Jersey,427,5
2020-03-18,New Mexico,28,0
2020-03-18,New York,2387,32
2020-03-18,North Carolina,66,0
2020-03-18,North Dakota,7,0
2020-03-18,Ohio,90,0
2020-03-18,Oklahoma,29,0
2020-03-18,Oregon,74,3
2020-03-18,Pennsylvania,139,1
2020-03-18,Puerto Rico,5,0
2020-03-18,Rhode Island,33,0
2020-03-18,South Carolina,60,1
2020-03-18,South Dakota,11,1
2020-03-18,Tennessee,98,0
2020-03-18,Texas,166,2
2020-03-18,Utah,65,0
2020-03-18,Vermont,19,0
2020-03-18,Virgin Islands,3,0
2020-03-18,Virginia,78,2
2020-03-18,Washington,1026,68
2020-03-18,West Virginia,2,0
2020-03-18,Wisconsin,106,0
2020-03-18,Wyoming,17,0
2020-03-19,Alabama,78,0
2020-03-19,Alaska,12,0
2020-03-19,Arizona,47,0
2020-03-19,Arkansas,62,0
2020-03-19,California,1067,19
2020-03-19,Colorado,278,5
2020-03-19,Connecticut,159,4
2020-03-19,Delaware,30,0
2020-03-19,District of Columbia,39,0
2020-03-19,Florida,434,8
2020-03-19,Georgia,282,10
2020-03-19,Guam,12,0
2020-03-19,Hawaii,26,0
2020-03-19,Idaho,23,0
2020-03-19,Illinois,420,4
2020-03-19,Indiana,56,2
2020-03-19,Iowa,44,0
2020-03-19,Kansas,35,1
2020-03-19,Kentucky,47,2
2020-03-19,Louisiana,392,10
2020-03-19,Maine,52,0
2020-03-19,Maryland,108,1
2020-03-19,Massachusetts,328,0
2020-03-19,Michigan,334,3
2020-03-19,Minnesota,89,0
2020-03-19,Mississippi,50,1
2020-03-19,Missouri,35,1
2020-03-19,Montana,19,0
2020-03-19,Nebraska,47,0
2020-03-19,Nevada,99,1
2020-03-19,New Hampshire,44,0
2020-03-19,New Jersey,735,9
2020-03-19,New Mexico,35,0
2020-03-19,New York,4161,39
2020-03-19,North Carolina,104,0
2020-03-19,North Dakota,19,0
2020-03-19,Ohio,120,0
2020-03-19,Oklahoma,44,1
2020-03-19,Oregon,87,3
2020-03-19,Pennsylvania,187,1
2020-03-19,Puerto Rico,6,0
2020-03-19,Rhode Island,44,0
2020-03-19,South Carolina,81,1
2020-03-19,South Dakota,14,1
2020-03-19,Tennessee,155,0
2020-03-19,Texas,248,4
2020-03-19,Utah,80,0
2020-03-19,Vermont,22,2
2020-03-19,Virgin Islands,3,0
2020-03-19,Virginia,94,2
2020-03-19,Washington,1228,75
2020-03-19,West Virginia,5,0
2020-03-19,Wisconsin,155,2
2020-03-19,Wyoming,18,0
2020-03-20,Alabama,106,0
2020-03-20,Alaska,14,0
2020-03-20,Arizona,70,1
2020-03-20,Arkansas,100,0
2020-03-20,California,1283,24
2020-03-20,Colorado,364,5
2020-03-20,Connecticut,194,4
2020-03-20,Delaware,39,0
2020-03-20,District of Columbia,71,0
2020-03-20,Florida,564,9
2020-03-20,Georgia,482,14
2020-03-20,Guam,14,0
2020-03-20,Hawaii,37,0
2020-03-20,Idaho,31,0
2020-03-20,Illinois,583,5
2020-03-20,Indiana,81,5
2020-03-20,Iowa,45,0
2020-03-20,Kansas,49,1
2020-03-20,Kentucky,63,2
2020-03-20,Louisiana,537,10
2020-03-20,Maine,57,0
2020-03-20,Maryland,150,2
2020-03-20,Massachusetts,413,1
2020-03-20,Michigan,548,4
2020-03-20,Minnesota,115,0
2020-03-20,Mississippi,80,1
2020-03-20,Missouri,73,3
2020-03-20,Montana,19,0
2020-03-20,Nebraska,53,0
2020-03-20,Nevada,165,2
2020-03-20,New Hampshire,55,0
2020-03-20,New Jersey,896,11
2020-03-20,New Mexico,43,0
2020-03-20,New York,7113,68
2020-03-20,North Carolina,144,0
2020-03-20,North Dakota,27,0
2020-03-20,Ohio,169,1
2020-03-20,Oklahoma,49,1
2020-03-20,Oregon,114,3
2020-03-20,Pennsylvania,269,1
2020-03-20,Puerto Rico,14,0
2020-03-20,Rhode Island,44,0
2020-03-20,South Carolina,126,3
2020-03-20,South Dakota,14,1
2020-03-20,Tennessee,237,0
2020-03-20,Texas,386,5
2020-03-20,Utah,112,0
2020-03-20,Vermont,29,2
2020-03-20,Virgin Islands,6,0
2020-03-20,Virginia,115,2
2020-03-20,Washington,1404,83
2020-03-20,West Virginia,8,0
2020-03-20,Wisconsin,216,3
2020-03-20,Wyoming,22,0
2020-03-21,Alabama,131,0
2020-03-21,Alaska,21,0
2020-03-21,Arizona,104,1
2020-03-21,Arkansas,118,0
2020-03-21,California,1544,28
2020-03-21,Colorado,475,6
2020-03-21,Connecticut,223,5
2020-03-21,Delaware,45,0
2020-03-21,District of Columbia,77,1
2020-03-21,Florida,764,11
2020-03-21,Georgia,552,20
2020-03-21,Guam,15,0
2020-03-21,Hawaii,48,0
2020-03-21,Idaho,42,0
2020-03-21,Illinois,751,6
2020-03-21,Indiana,128,6
2020-03-21,Iowa,68,0
2020-03-21,Kansas,57,2
2020-03-21,Kentucky,84,3
2020-03-21,Louisiana,763,16
2020-03-21,Maine,70,0
2020-03-21,Maryland,195,3
2020-03-21,Massachusetts,525,2
2020-03-21,Michigan,787,6
2020-03-21,Minnesota,138,1
2020-03-21,Mississippi,140,1
2020-03-21,Missouri,93,3
2020-03-21,Montana,29,0
2020-03-21,Nebraska,61,0
2020-03-21,Nevada,165,2
2020-03-21,New Hampshire,65,0
2020-03-21,New Jersey,1336,16
2020-03-21,New Mexico,57,0
2020-03-21,New York,10371,95
2020-03-21,North Carolina,184,0
2020-03-21,North Dakota,28,0
2020-03-21,Ohio,247,3
2020-03-21,Oklahoma,53,1
2020-03-21,Oregon,137,4
2020-03-21,Pennsylvania,388,2
2020-03-21,Puerto Rico,21,1
2020-03-21,Rhode Island,66,0
2020-03-21,South Carolina,172,3
2020-03-21,South Dakota,14,1
2020-03-21,Tennessee,312,2
2020-03-21,Texas,547,5
2020-03-21,Utah,138,0
2020-03-21,Vermont,49,2
2020-03-21,Virgin Islands,6,0
2020-03-21,Virginia,152,3
2020-03-21,Washington,1655,95
2020-03-21,West Virginia,12,0
2020-03-21,Wisconsin,281,4
2020-03-21,Wyoming,24,0
2020-03-22,Alabama,157,0
2020-03-22,Alaska,22,0
2020-03-22,Arizona,153,2
2020-03-22,Arkansas,165,0
2020-03-22,California,1851,35
2020-03-22,Colorado,591,7
2020-03-22,Connecticut,327,8
2020-03-22,Delaware,56,0
2020-03-22,District of Columbia,98,1
2020-03-22,Florida,1000,13
2020-03-22,Georgia,620,25
2020-03-22,Guam,27,1
2020-03-22,Hawaii,56,0
2020-03-22,Idaho,47,0
2020-03-22,Illinois,1047,9
2020-03-22,Indiana,204,9
2020-03-22,Iowa,90,0
2020-03-22,Kansas,66,2
2020-03-22,Kentucky,103,3
2020-03-22,Louisiana,837,20
2020-03-22,Maine,89,0
2020-03-22,Maryland,245,3
2020-03-22,Massachusetts,646,5
2020-03-22,Michigan,1033,9
2020-03-22,Minnesota,171,1
2020-03-22,Mississippi,207,1
2020-03-22,Missouri,130,3
2020-03-22,Montana,34,0
2020-03-22,Nebraska,62,0
2020-03-22,Nevada,190,2
2020-03-22,New Hampshire,78,0
2020-03-22,New Jersey,1914,20
2020-03-22,New Mexico,65,0
2020-03-22,New York,15188,142
2020-03-22,North Carolina,269,0
2020-03-22,North Dakota,30,0
2020-03-22,Ohio,351,3
2020-03-22,Oklahoma,67,2
2020-03-22,Oregon,161,5
2020-03-22,Pennsylvania,504,3
2020-03-22,Puerto Rico,23,1
2020-03-22,Rhode Island,83,0
2020-03-22,South Carolina,194,3
2020-03-22,South Dakota,21,1
2020-03-22,Tennessee,424,2
2020-03-22,Texas,639,7
2020-03-22,Utah,182,1
2020-03-22,Vermont,52,2
2020-03-22,Virgin Islands,17,0
2020-03-22,Virginia,219,6
2020-03-22,Washington,1844,97
2020-03-22,West Virginia,16,0
2020-03-22,Wisconsin,382,4
2020-03-22,Wyoming,26,0
2020-03-23,Alabama,196,0
2020-03-23,Alaska,36,0
2020-03-23,Arizona,234,2
2020-03-23,Arkansas,201,0
2020-03-23,California,2240,39
2020-03-23,Colorado,721,10
2020-03-23,Connecticut,415,10
2020-03-23,Delaware,87,0
2020-03-23,District of Columbia,116,2
2020-03-23,Florida,1222,18
2020-03-23,Georgia,800,25
2020-03-23,Guam,29,1
2020-03-23,Hawaii,77,0
2020-03-23,Idaho,50,0
2020-03-23,Illinois,1285,12
2020-03-23,Indiana,264,12
2020-03-23,Iowa,105,0
2020-03-23,Kansas,82,2
2020-03-23,Kentucky,124,3
2020-03-23,Louisiana,1172,34
2020-03-23,Maine,107,0
2020-03-23,Maryland,290,3
2020-03-23,Massachusetts,777,9
2020-03-23,Michigan,1324,16
2020-03-23,Minnesota,235,1
2020-03-23,Mississippi,249,1
2020-03-23,Missouri,183,4
2020-03-23,Montana,45,0
2020-03-23,Nebraska,73,0
2020-03-23,Nevada,265,4
2020-03-23,New Hampshire,101,1
2020-03-23,New Jersey,2844,27
2020-03-23,New Mexico,83,0
2020-03-23,New York,20899,183
2020-03-23,North Carolina,302,0
2020-03-23,North Dakota,32,0
2020-03-23,Ohio,444,6
2020-03-23,Oklahoma,81,2
2020-03-23,Oregon,191,5
2020-03-23,Pennsylvania,644,6
2020-03-23,Puerto Rico,31,2
2020-03-23,Rhode Island,106,0
2020-03-23,South Carolina,299,5
2020-03-23,South Dakota,28,1
2020-03-23,Tennessee,522,2
2020-03-23,Texas,728,7
2020-03-23,Utah,257,1
2020-03-23,Vermont,75,2
2020-03-23,Virgin Islands,17,0
2020-03-23,Virginia,254,6
2020-03-23,Washington,2101,110
2020-03-23,West Virginia,16,0
2020-03-23,Wisconsin,418,5
2020-03-23,Wyoming,28,0
2020-03-24,Alabama,242,0
2020-03-24,Alaska,42,0
2020-03-24,Arizona,326,6
2020-03-24,Arkansas,231,2
2020-03-24,California,2644,52
2020-03-24,Colorado,912,11
2020-03-24,Connecticut,618,12
2020-03-24,Delaware,104,0
2020-03-24,District of Columbia,137,2
2020-03-24,Florida,1467,20
2020-03-24,Georgia,1095,38
2020-03-24,Guam,32,1
2020-03-24,Hawaii,90,0
2020-03-24,Idaho,73,0
2020-03-24,Illinois,1535,16
2020-03-24,Indiana,371,17
2020-03-24,Iowa,124,1
2020-03-24,Kansas,102,3
2020-03-24,Kentucky,157,3
2020-03-24,Louisiana,1388,46
2020-03-24,Maine,118,0
2020-03-24,Maryland,349,4
2020-03-24,Massachusetts,1159,11
2020-03-24,Michigan,1791,24
2020-03-24,Minnesota,264,1
2020-03-24,Mississippi,320,1
2020-03-24,Missouri,255,5
2020-03-24,Montana,51,0
2020-03-24,Nebraska,77,0
2020-03-24,Nevada,315,6
2020-03-24,New Hampshire,108,1
2020-03-24,New Jersey,3675,44
2020-03-24,New Mexico,100,0
2020-03-24,New York,25704,264
2020-03-24,North Carolina,397,0
2020-03-24,North Dakota,37,0
2020-03-24,Ohio,564,8
2020-03-24,Oklahoma,106,3
2020-03-24,Oregon,209,8
2020-03-24,Pennsylvania,851,8
2020-03-24,Puerto Rico,39,2
2020-03-24,Rhode Island,124,0
2020-03-24,South Carolina,342,8
2020-03-24,South Dakota,30,1
2020-03-24,Tennessee,678,2
2020-03-24,Texas,857,11
2020-03-24,Utah,299,1
2020-03-24,Vermont,95,7
2020-03-24,Virgin Islands,17,0
2020-03-24,Virginia,291,7
2020-03-24,Washington,2469,123
2020-03-24,West Virginia,39,0
2020-03-24,Wisconsin,481,5
2020-03-24,Wyoming,37,0
2020-03-25,Alabama,386,1
2020-03-25,Alaska,59,0
2020-03-25,Arizona,402,6
2020-03-25,Arkansas,307,2
2020-03-25,California,3183,68
2020-03-25,Colorado,1086,19
2020-03-25,Connecticut,875,19
2020-03-25,Delaware,119,0
2020-03-25,District of Columbia,183,2
2020-03-25,Florida,1971,23
2020-03-25,Georgia,1385,47
2020-03-25,Guam,32,1
2020-03-25,Hawaii,95,0
2020-03-25,Idaho,123,0
2020-03-25,Illinois,1874,21
2020-03-25,Indiana,484,19
2020-03-25,Iowa,147,1
2020-03-25,Kansas,134,3
2020-03-25,Kentucky,198,5
2020-03-25,Louisiana,1795,65
2020-03-25,Maine,142,0
2020-03-25,Maryland,423,4
2020-03-25,Massachusetts,1838,15
2020-03-25,Michigan,2293,43
2020-03-25,Minnesota,289,1
2020-03-25,Mississippi,376,5
2020-03-25,Missouri,384,8
2020-03-25,Montana,65,0
2020-03-25,Nebraska,84,0
2020-03-25,Nevada,405,10
2020-03-25,New Hampshire,137,1
2020-03-25,New Jersey,4402,62
2020-03-25,New Mexico,113,1
2020-03-25,New York,33117,381
2020-03-25,North Carolina,562,1
2020-03-25,North Dakota,45,0
2020-03-25,Ohio,707,11
2020-03-25,Oklahoma,164,5
2020-03-25,Oregon,266,10
2020-03-25,Pennsylvania,1151,12
2020-03-25,Puerto Rico,51,2
2020-03-25,Rhode Island,132,0
2020-03-25,South Carolina,425,8
2020-03-25,South Dakota,41,1
2020-03-25,Tennessee,806,3
2020-03-25,Texas,1132,13
2020-03-25,Utah,346,1
2020-03-25,Vermont,123,8
2020-03-25,Virgin Islands,17,0
2020-03-25,Virginia,390,9
2020-03-25,Washington,2585,130
2020-03-25,West Virginia,51,0
2020-03-25,Wisconsin,623,7
2020-03-25,Wyoming,49,0
2020-03-26,Alabama,538,3
2020-03-26,Alaska,69,0
2020-03-26,Arizona,508,8
2020-03-26,Arkansas,350,3
2020-03-26,California,4060,83
2020-03-26,Colorado,1432,24
2020-03-26,Connecticut,1012,21
2020-03-26,Delaware,143,1
2020-03-26,District of Columbia,231,3
2020-03-26,Florida,2478,29
2020-03-26,Georgia,1641,56
2020-03-26,Guam,49,1
2020-03-26,Hawaii,106,0
2020-03-26,Idaho,189,3
2020-03-26,Illinois,2538,26
2020-03-26,Indiana,661,23
2020-03-26,Iowa,179,1
2020-03-26,Kansas,173,3
2020-03-26,Kentucky,248,5
2020-03-26,Louisiana,2305,83
2020-03-26,Maine,155,0
2020-03-26,Maryland,581,4
2020-03-26,Massachusetts,2417,25
2020-03-26,Michigan,2877,63
2020-03-26,Minnesota,346,2
2020-03-26,Mississippi,486,6
2020-03-26,Missouri,508,8
2020-03-26,Montana,90,0
2020-03-26,Nebraska,91,0
2020-03-26,Nevada,535,10
2020-03-26,New Hampshire,158,1
2020-03-26,New Jersey,6876,82
2020-03-26,New Mexico,136,1
2020-03-26,New York,39058,502
2020-03-26,North Carolina,639,2
2020-03-26,North Dakota,58,0
2020-03-26,Ohio,867,15
2020-03-26,Oklahoma,248,7
2020-03-26,Oregon,316,11
2020-03-26,Pennsylvania,1690,16
2020-03-26,Puerto Rico,64,2
2020-03-26,Rhode Island,165,0
2020-03-26,South Carolina,456,9
2020-03-26,South Dakota,46,1
2020-03-26,Tennessee,981,3
2020-03-26,Texas,1542,21
2020-03-26,Utah,402,1
2020-03-26,Vermont,158,9
2020-03-26,Virgin Islands,17,0
2020-03-26,Virginia,603,14
2020-03-26,Washington,3208,152
2020-03-26,West Virginia,76,0
2020-03-26,Wisconsin,754,10
2020-03-26,Wyoming,56,0
2020-03-27,Alabama,639,4
2020-03-27,Alaska,85,1
2020-03-27,Arizona,665,15
2020-03-27,Arkansas,385,3
2020-03-27,California,4915,104
2020-03-27,Colorado,1735,31
2020-03-27,Connecticut,1291,27
2020-03-27,Delaware,165,2
2020-03-27,District of Columbia,267,3
2020-03-27,Florida,3198,46
2020-03-27,Georgia,2198,64
2020-03-27,Guam,53,1
2020-03-27,Hawaii,120,0
2020-03-27,Idaho,232,4
2020-03-27,Illinois,3029,37
2020-03-27,Indiana,992,32
2020-03-27,Iowa,236,3
2020-03-27,Kansas,213,4
2020-03-27,Kentucky,302,8
2020-03-27,Louisiana,2746,119
2020-03-27,Maine,168,1
2020-03-27,Maryland,790,5
2020-03-27,Massachusetts,3240,35
2020-03-27,Michigan,3655,93
2020-03-27,Minnesota,398,4
2020-03-27,Mississippi,579,8
2020-03-27,Missouri,670,9
2020-03-27,Montana,121,1
2020-03-27,Nebraska,102,2
2020-03-27,Nevada,621,10
2020-03-27,New Hampshire,187,2
2020-03-27,New Jersey,8825,108
2020-03-27,New Mexico,191,1
2020-03-27,New York,44746,645
2020-03-27,North Carolina,784,3
2020-03-27,North Dakota,68,1
2020-03-27,Ohio,1144,22
2020-03-27,Oklahoma,322,8
2020-03-27,Oregon,415,12
2020-03-27,Pennsylvania,2217,23
2020-03-27,Puerto Rico,79,3
2020-03-27,Rhode Island,203,0
2020-03-27,South Carolina,542,13
2020-03-27,South Dakota,58,1
2020-03-27,Tennessee,1180,6
2020-03-27,Texas,1971,25
2020-03-27,Utah,480,2
2020-03-27,Vermont,184,10
2020-03-27,Virgin Islands,19,0
2020-03-27,Virginia,605,14
2020-03-27,Washington,3770,179
2020-03-27,West Virginia,96,0
2020-03-27,Wisconsin,930,16
2020-03-27,Wyoming,74,0
2020-03-28,Alabama,720,4
2020-03-28,Alaska,102,1
2020-03-28,Arizona,773,15
2020-03-28,Arkansas,409,5
2020-03-28,California,5566,122
2020-03-28,Colorado,2061,44
2020-03-28,Connecticut,1524,33
2020-03-28,Delaware,214,5
2020-03-28,District of Columbia,304,4
2020-03-28,Florida,4038,56
2020-03-28,Georgia,2447,79
2020-03-28,Guam,57,1
2020-03-28,Hawaii,151,0
2020-03-28,Idaho,262,5
2020-03-28,Illinois,3547,50
2020-03-28,Indiana,1239,38
2020-03-28,Iowa,298,3
2020-03-28,Kansas,272,6
2020-03-28,Kentucky,394,9
2020-03-28,Louisiana,3315,137
2020-03-28,Maine,211,1
2020-03-28,Maryland,1066,10
2020-03-28,Massachusetts,4257,44
2020-03-28,Michigan,4634,112
2020-03-28,Minnesota,442,5
2020-03-28,Mississippi,669,13
2020-03-28,Missouri,837,11
2020-03-28,Montana,147,1
2020-03-28,Nebraska,122,2
2020-03-28,Nevada,738,14
2020-03-28,New Hampshire,214,2
2020-03-28,New Jersey,11124,140
2020-03-28,New Mexico,210,2
2020-03-28,New York,53517,935
2020-03-28,North Carolina,972,4
2020-03-28,North Dakota,93,1
2020-03-28,Northern Mariana Islands,2,0
2020-03-28,Ohio,1406,25
2020-03-28,Oklahoma,377,15
2020-03-28,Oregon,480,13
2020-03-28,Pennsylvania,2815,35
2020-03-28,Puerto Rico,100,3
2020-03-28,Rhode Island,239,2
2020-03-28,South Carolina,661,15
2020-03-28,South Dakota,68,1
2020-03-28,Tennessee,1363,6
2020-03-28,Texas,2381,30
2020-03-28,Utah,608,2
2020-03-28,Vermont,211,12
2020-03-28,Virgin Islands,19,0
2020-03-28,Virginia,739,17
2020-03-28,Washington,4311,193
2020-03-28,West Virginia,113,0
2020-03-28,Wisconsin,1042,17
2020-03-28,Wyoming,85,0
2020-03-29,Alabama,830,5
2020-03-29,Alaska,114,2
2020-03-29,Arizona,930,18
2020-03-29,Arkansas,449,6
2020-03-29,California,6321,132
2020-03-29,Colorado,2315,47
2020-03-29,Connecticut,1993,34
2020-03-29,Delaware,232,6
2020-03-29,District of Columbia,342,5
2020-03-29,Florida,4943,60
2020-03-29,Georgia,2683,83
2020-03-29,Guam,58,1
2020-03-29,Hawaii,175,0
2020-03-29,Idaho,310,6
2020-03-29,Illinois,4615,71
2020-03-29,Indiana,1522,40
2020-03-29,Iowa,336,4
2020-03-29,Kansas,333,7
2020-03-29,Kentucky,439,9
2020-03-29,Louisiana,3539,153
2020-03-29,Maine,253,3
2020-03-29,Maryland,1244,11
2020-03-29,Massachusetts,4955,48
2020-03-29,Michigan,5486,132
2020-03-29,Minnesota,504,9
2020-03-29,Mississippi,759,14
2020-03-29,Missouri,902,12
2020-03-29,Montana,161,1
2020-03-29,Nebraska,138,2
2020-03-29,Nevada,920,15
2020-03-29,New Hampshire,258,3
2020-03-29,New Jersey,13386,161
2020-03-29,New Mexico,237,2
2020-03-29,New York,59783,1180
2020-03-29,North Carolina,1166,6
2020-03-29,North Dakota,97,1
2020-03-29,Northern Mariana Islands,2,0
2020-03-29,Ohio,1665,30
2020-03-29,Oklahoma,429,16
2020-03-29,Oregon,549,13
2020-03-29,Pennsylvania,3441,40
2020-03-29,Puerto Rico,127,5
2020-03-29,Rhode Island,294,3
2020-03-29,South Carolina,775,16
2020-03-29,South Dakota,90,1
2020-03-29,Tennessee,1569,7
2020-03-29,Texas,2722,35
2020-03-29,Utah,719,2
2020-03-29,Vermont,235,12
2020-03-29,Virgin Islands,23,0
2020-03-29,Virginia,889,22
2020-03-29,Washington,4897,209
2020-03-29,West Virginia,124,1
2020-03-29,Wisconsin,1120,17
2020-03-29,Wyoming,88,0
2020-03-30,Alabama,947,11
2020-03-30,Alaska,120,2
2020-03-30,Arizona,1169,20
2020-03-30,Arkansas,508,7
2020-03-30,California,7421,147
2020-03-30,Colorado,2628,51
2020-03-30,Connecticut,2571,36
2020-03-30,Delaware,264,7
2020-03-30,District of Columbia,401,9
2020-03-30,Florida,5695,72
2020-03-30,Georgia,3032,103
2020-03-30,Guam,60,1
2020-03-30,Hawaii,204,0
2020-03-30,Idaho,415,7
2020-03-30,Illinois,5070,84
2020-03-30,Indiana,1797,44
2020-03-30,Iowa,424,6
2020-03-30,Kansas,374,9
2020-03-30,Kentucky,480,11
2020-03-30,Louisiana,4024,186
2020-03-30,Maine,275,3
2020-03-30,Maryland,1415,15
2020-03-30,Massachusetts,5752,56
2020-03-30,Michigan,6508,197
2020-03-30,Minnesota,576,10
2020-03-30,Mississippi,848,16
2020-03-30,Missouri,1049,13
2020-03-30,Montana,177,4
2020-03-30,Nebraska,185,3
2020-03-30,Nevada,1044,18
2020-03-30,New Hampshire,314,3
2020-03-30,New Jersey,16636,199
2020-03-30,New Mexico,282,4
2020-03-30,New York,67504,1512
2020-03-30,North Carolina,1303,6
2020-03-30,North Dakota,109,3
2020-03-30,Northern Mariana Islands,2,0
2020-03-30,Ohio,1933,40
2020-03-30,Oklahoma,481,17
2020-03-30,Oregon,607,16
2020-03-30,Pennsylvania,4156,48
2020-03-30,Puerto Rico,174,6
2020-03-30,Rhode Island,408,4
2020-03-30,South Carolina,925,18
2020-03-30,South Dakota,100,1
2020-03-30,Tennessee,1721,13
2020-03-30,Texas,3065,46
2020-03-30,Utah,806,4
2020-03-30,Vermont,256,12
2020-03-30,Virgin Islands,30,0
2020-03-30,Virginia,1020,26
2020-03-30,Washington,5180,221
2020-03-30,West Virginia,145,1
2020-03-30,Wisconsin,1269,20
2020-03-30,Wyoming,96,0
2020-03-31,Alabama,999,14
2020-03-31,Alaska,133,2
2020-03-31,Arizona,1298,24
2020-03-31,Arkansas,564,8
2020-03-31,California,8583,184
2020-03-31,Colorado,2990,69
2020-03-31,Connecticut,3128,69
2020-03-31,Delaware,319,10
2020-03-31,District of Columbia,495,9
2020-03-31,Florida,6742,85
2020-03-31,Georgia,4116,126
2020-03-31,Guam,139,2
2020-03-31,Hawaii,224,1
2020-03-31,Idaho,526,9
2020-03-31,Illinois,5992,107
2020-03-31,Indiana,2177,61
2020-03-31,Iowa,498,7
2020-03-31,Kansas,435,10
2020-03-31,Kentucky,590,18
2020-03-31,Louisiana,5237,240
2020-03-31,Maine,303,5
2020-03-31,Maryland,1662,18
2020-03-31,Massachusetts,6620,89
2020-03-31,Michigan,7629,264
2020-03-31,Minnesota,629,12
2020-03-31,Mississippi,937,20
2020-03-31,Missouri,1350,15
2020-03-31,Montana,198,5
2020-03-31,Nebraska,199,4
2020-03-31,Nevada,1113,26
2020-03-31,New Hampshire,367,3
2020-03-31,New Jersey,18696,267
2020-03-31,New Mexico,315,5
2020-03-31,New York,76211,1929
2020-03-31,North Carolina,1527,10
2020-03-31,North Dakota,126,3
2020-03-31,Northern Mariana Islands,2,0
2020-03-31,Ohio,2199,55
2020-03-31,Oklahoma,566,23
2020-03-31,Oregon,690,18
2020-03-31,Pennsylvania,4997,72
2020-03-31,Puerto Rico,239,8
2020-03-31,Rhode Island,488,8
2020-03-31,South Carolina,1083,22
2020-03-31,South Dakota,107,1
2020-03-31,Tennessee,2049,13
2020-03-31,Texas,3588,57
2020-03-31,Utah,887,5
2020-03-31,Vermont,293,13
2020-03-31,Virgin Islands,30,0
2020-03-31,Virginia,1249,27
2020-03-31,Washington,5293,226
2020-03-31,West Virginia,162,1
2020-03-31,Wisconsin,1351,25
2020-03-31,Wyoming,121,0
2020-04-01,Alabama,1108,28
2020-04-01,Alaska,143,2
2020-04-01,Arizona,1413,29
2020-04-01,Arkansas,624,10
2020-04-01,California,9857,212
2020-04-01,Colorado,3346,80
2020-04-01,Connecticut,3557,85
2020-04-01,Delaware,368,11
2020-04-01,District of Columbia,586,11
2020-04-01,Florida,7769,100
2020-04-01,Georgia,4747,154
2020-04-01,Guam,147,3
2020-04-01,Hawaii,258,1
2020-04-01,Idaho,669,9
2020-04-01,Illinois,6978,146
2020-04-01,Indiana,2578,80
2020-04-01,Iowa,549,9
2020-04-01,Kansas,489,11
2020-04-01,Kentucky,674,20
2020-04-01,Louisiana,6424,275
2020-04-01,Maine,344,7
2020-04-01,Maryland,1985,33
2020-04-01,Massachusetts,7738,122
2020-04-01,Michigan,9292,336
2020-04-01,Minnesota,689,17
2020-04-01,Mississippi,1073,22
2020-04-01,Missouri,1580,21
2020-04-01,Montana,219,5
2020-04-01,Nebraska,249,5
2020-04-01,Nevada,1279,32
2020-04-01,New Hampshire,415,4
2020-04-01,New Jersey,22255,355
2020-04-01,New Mexico,363,6
2020-04-01,New York,84364,2415
2020-04-01,North Carolina,1591,11
2020-04-01,North Dakota,147,3
2020-04-01,Northern Mariana Islands,6,1
2020-04-01,Ohio,2548,65
2020-04-01,Oklahoma,719,30
2020-04-01,Oregon,737,19
2020-04-01,Pennsylvania,5805,78
2020-04-01,Puerto Rico,286,11
2020-04-01,Rhode Island,566,10
2020-04-01,South Carolina,1293,26
2020-04-01,South Dakota,129,1
2020-04-01,Tennessee,2689,23
2020-04-01,Texas,4402,65
2020-04-01,Utah,1012,7
2020-04-01,Vermont,321,16
2020-04-01,Virgin Islands,30,0
2020-04-01,Virginia,1511,18
2020-04-01,Washington,5589,250
2020-04-01,West Virginia,191,2
2020-04-01,Wisconsin,1552,33
2020-04-01,Wyoming,138,0
2020-04-02,Alabama,1270,32
2020-04-02,Alaska,146,2
2020-04-02,Arizona,1600,35
2020-04-02,Arkansas,683,12
2020-04-02,California,11190,247
2020-04-02,Colorado,3728,96
2020-04-02,Connecticut,3824,112
2020-04-02,Delaware,393,12
2020-04-02,District of Columbia,653,12
2020-04-02,Florida,9000,144
2020-04-02,Georgia,5444,176
2020-04-02,Guam,152,3
2020-04-02,Hawaii,283,2
2020-04-02,Idaho,891,9
2020-04-02,Illinois,7695,165
2020-04-02,Indiana,3056,94
2020-04-02,Iowa,614,11
2020-04-02,Kansas,554,14
2020-04-02,Kentucky,747,34
2020-04-02,Louisiana,9152,310
2020-04-02,Maine,376,7
2020-04-02,Maryland,2331,36
2020-04-02,Massachusetts,8966,154
2020-04-02,Michigan,10791,417
2020-04-02,Minnesota,742,18
2020-04-02,Mississippi,1177,26
2020-04-02,Missouri,1834,28
2020-04-02,Montana,241,5
2020-04-02,Nebraska,273,6
2020-04-02,Nevada,1458,38
2020-04-02,New Hampshire,479,5
